#
# (flagged, not a current canonical defect).
# Audit result: 0 authored-should-derive rows. The canonical world-content path carries no inline
# Constructor gate baseline (Q1 Stone 1, items 2 and 3). The one-time AUDIT of the raw-representation
# `::from_bits(` and decimal-parse `::from_decimal_str(` constructors in the non-exempt world-content
# a complement, a residue split, a bit-space mean), deserialization (a stored bit-pattern round-tripped
# authored value; every occurrence is engine-mechanics, bit-space arithmetic, deserialization, a test
# back), test-fixture (a #[cfg(test)] constant or assertion), dev-fixture (a labelled non-canonical
# classify) or below it (update the row). Columns: pattern<TAB>path<TAB>count<TAB>class<TAB>reason.
# engine-constant (a Principle-11 engine-mechanics constant: a half, an epsilon, a smallest-
# fixed, never silently frozen). The gate fails on any count above a row's baseline (a new site to
# fixture, or a labelled dev-fixture. The dev-fixtures (the spawn_predator geometry and the test-
# modules (physics, sim, world; core and units are the quarantine, laws.rs and the loaders are exempt
# path of world content that must instead read from the floor: a SURFACED DEFECT, reported and to be
# representable floor), bit-arithmetic (a Fixed reconstructed from a value computed in raw Q32.32 bits:
# scenario CreatureSelectionParams mutation spreads) are authored in the quarantined run harness and
# scenario or demo value, production-should-manifest-wire), or authored-should-derive (a value on the
# the test scenarios, not on a canonical law path; production wiring should read them from the manifest
# wholesale). Each row is CLASSIFIED, never a blanket freeze: the class column is one of
::from_bits(	crates/physics/src/flexure.rs	3	test-fixture	golden-vector harness reconstructing a recorded pre-migration bit pattern for comparison; plus the superposition's i128 raw-bit accumulator, which sums contributions in i128 and range-checks once rather than letting a running Fixed sum overflow on a long load list	23ba93e13ecc57d1
::from_bits(	crates/physics/src/moment_equivalence.rs	5	bit-arithmetic	curvature bisection stepping raw Q32.32 values to adjacency, plus its monotonicity sweep	a53b5f6ffdf5e5c8
::from_bits(	crates/physics/src/saha.rs	1	engine-constant	Fixed::from_bits(1).ln() = ln of the smallest positive Fixed, the log-space probability floor (ln_p_floor)	6b86b273ff34fce1
::from_bits(	crates/physics/src/scaled.rs	2	test-fixture	scaled-representation unit tests constructing a specific Q-format value from bits	75a002856fbfd280
::from_bits(	crates/world/src/ballistic.rs	2	bit-arithmetic	saturating fixed-point add/subtract helpers rebuilding a Fixed from raw-bit saturating arithmetic (the ballistic integrator's determinism-safe ops), no authored value	868a72e0211fe733
::from_bits(	crates/world/src/drag_flight.rs	2	bit-arithmetic	saturating fixed-point add/subtract helpers rebuilding a Fixed from raw-bit saturating arithmetic (the atmosphere-coupled flight integrator's determinism-safe ops), no authored value	868a72e0211fe733
::from_bits(	crates/world/src/momentum.rs	2	bit-arithmetic	saturating fixed-point add/subtract helpers rebuilding a Fixed from raw-bit saturating arithmetic (the unified momentum integrator's determinism-safe ops), no authored value	868a72e0211fe733
::from_bits(	crates/world/src/runout.rs	2	bit-arithmetic	saturating fixed-point add/subtract helpers rebuilding a Fixed from raw-bit saturating arithmetic (the runout integrator's determinism-safe ops), no authored value	868a72e0211fe733
::from_decimal_str(	crates/physics/src/condensation.rs	1	deserialization	the cited [M] Lodders 2003 Table 8 condensation temperatures parsed to Fixed through BigRat, reads the measured table never authors	043a718774c572bd
::from_decimal_str(	crates/physics/src/convection_scaling.rs	1	deserialization	the convection-scaling loader round-trips the cited Nusselt prefactor a, the bare coefficient C, and the BC-conditioned critical Rayleigh numbers from convection_scaling.toml to fixed-point, the same discipline as the hayashi-wall, ionic-radii, and mineral-moduli loaders; the values are the vendored cited-data column, never authored inline	0fa5affd99d10fc2
::from_decimal_str(	crates/physics/src/covalent_radii.rs	4	deserialization	register fundamentals e and N_A are parsed to BigRat for the Faraday eV conversion; the held tetrahedral-radius decimal text and its regression oracle use the same exact parser before one Q32.32 projection; these sites read the floor or cited table and author no world value	0ff274bdb245fccc
::from_decimal_str(	crates/physics/src/creep_rows.rs	2	deserialization	the CODATA fundamentals N_A and k_B are round-tripped from the fundamentals registry to derive the molar gas constant R = N_A*k_B for the Arrhenius denominator of the H&K creep rows, the identical derivation and identical registered inputs as melting.rs above (this crate keeps constants per-module; the two sites cannot disagree, and hoisting them to one crate-level constant is a cross-file change surfaced rather than reached for); no authored value, the numbers are the fundamentals read from the floor	66cb22591b99bc0e
::from_decimal_str(	crates/physics/src/force_constant.rs	2	deserialization	the held Herschbach-Laurie Badger parameter decimal text and its regression oracle parse exactly through BigRat before one Q32.32 projection; these sites read the cited table and author no world value	dba36fdeb437ec48
::from_decimal_str(	crates/physics/src/gruneisen.rs	1	deserialization	the Gruneisen loader round-trips the cited per-phase gamma_thermodynamic, gamma_eos_debye, their bands, and the T,P chord from the gruneisen.toml data file to fixed-point, the same discipline as the mineral-moduli and convection-scaling loaders it was built to mirror; the values are the vendored cited-data column read with a source, never authored inline	684f7177f4436806
::from_decimal_str(	crates/physics/src/hayashi_wall.rs	1	deserialization	the Hayashi-wall grid loader round-trips the cited BHAC15 wall T_eff and drift-band decimal strings from the hayashi_wall.toml data file to fixed-point, the same discipline as the ionic-radii, mineral-moduli, and lattice-modulus loaders; the values are the vendored cited-data column (BHAC15, source sha256 b95474c5), never authored inline	0fa5affd99d10fc2
::from_decimal_str(	crates/physics/src/ice_sublimation.rs	1	deserialization	the cited [M] Murphy-Koop ice saturation pressures parsed to Fixed through BigRat, reads the equation values never authors	043a718774c572bd
::from_decimal_str(	crates/physics/src/janaf.rs	1	deserialization	the cited [M] JANAF table values (Chase 1998) parsed to Fixed through BigRat, reads the measured table never authors	043a718774c572bd
::from_decimal_str(	crates/physics/src/lattice_modulus.rs	3	deserialization	the Born-exponent, structure-prototype, and ionic-lattice-energy-validation loaders round-trip cited decimal strings (Born exponents, Madelung constants, Born-Haber reference energies) from their TOML data files to fixed-point, the same discipline as the periodic-table and phase-registry loaders	fb455ac3c99162b1
::from_decimal_str(	crates/physics/src/melting.rs	2	deserialization	the CODATA fundamentals N_A and k_B are round-tripped from the fundamentals registry to derive the molar gas constant R = N_A*k_B, the same derivation as environ.rs derived_gas_constant (which projects the composite bits); no authored value, the numbers are the fundamentals read from the floor	66cb22591b99bc0e
::from_decimal_str(	crates/physics/src/mineral_moduli.rs	1	deserialization	the mineral-moduli loader round-trips cited single-crystal K, G, their bands, and the P,T chord from the mineral_moduli.toml data file to fixed-point, the same discipline as the phase-registry and lattice-modulus loaders; the values are measured floor data read with a source, never authored inline	684f7177f4436806
::from_decimal_str(	crates/physics/src/molecular_opacity.rs	1	deserialization	the cited [M] opacity-table values read exactly through BigRat (parse_decimal_fixed), not authored	043a718774c572bd
::from_decimal_str(	crates/physics/src/perovskite_gibbs.rs	1	deserialization	the cited [M] Robie-Hemingway perovskite Gibbs energies parsed to Fixed through BigRat, reads the compilation never authors	043a718774c572bd
::from_decimal_str(	crates/physics/src/phase_conductivity.rs	2	deserialization	the phase-conductivity loader round-trips the cited kappa_298 anchors, their bands and relative uncertainties, and the measured principal conductivities, from the phase_conductivity.toml data file to fixed-point, the same discipline as the gruneisen, mineral-moduli and convection-scaling loaders it mirrors; the crystallographic counts beside them are integers parsed with str::parse and never touch this path, and every value is the vendored cited-data column read with a source, never authored inline	e3641401e15e90d1
::from_decimal_str(	crates/physics/src/rayleigh_critical.rs	2	deserialization	the critical-Rayleigh eigenvalue loader round-trips the cited marginal-stability eigenvalues and their critical wavenumbers from the rayleigh_critical_eigenvalues.toml data file to fixed-point, the same discipline as the convection-scaling, lattice-modulus, and mineral-moduli loaders; the values are cited floor data read with a source, never authored inline	5ed6d2ee7778d08e
::from_decimal_str(	crates/physics/src/saha.rs	5	deserialization	register fundamentals e and k_B parsed to BigRat, plus the ln_of_decimal decimal parser (the scientific mantissa, the plain-fits value, and the wide-plain normalized mantissa branches); reads the floor / an input decimal, never authors	81135411d9c47cce
::from_decimal_str(	crates/physics/src/solar_abundances.rs	1	deserialization	the cited [M] AGSS09 solar log-eps abundances parsed to Fixed through BigRat, reads the compilation never authors	043a718774c572bd
